metric-dataset,mode,r2,mse,inference 74k+
Avgrq-sz_,../datasets/hdd.csv,0.9771887820281335,4264.9126471244945,1.3648631572723389
Avgrq-sz_,../datasets/hdd.csv,0.9645539152894431,6627.197862014516,1.677903413772583
Avgrq-sz_,../datasets/hdd.csv,0.9645539152894431,6627.197862014516,1.3406398296356201
Avgrq-sz_,../datasets/hdd.csv,0.9577266213231295,7903.66685277509,1.3417179584503174
Avgrq-sz_,../datasets/hdd.csv,0.9577266213231295,7903.66685277509,1.3640735149383545
Avgrq-sz_,../datasets/hdd.csv,0.9343353950461423,12277.021090304701,1.3884553909301758
Avgrq-sz_,../datasets/hdd.csv,0.9343353950461423,12277.021090304701,1.388260841369629
Avgrq-sz_,../datasets/hdd.csv,0.9315598156287281,12795.958911819864,2.7064461708068848
Avgrq-sz_,../datasets/hdd.csv,0.9315598156287281,12795.958911819864,2.834744930267334
Avgrq-sz_,../datasets/hdd.csv,0.9643796163056608,6659.785772981422,1.4856750965118408
Avgrq-sz_,../datasets/hdd.csv,0.9643796163056608,6659.785772981422,1.4919548034667969
Avgrq-sz_,../datasets/hdd.csv,0.9437316950904456,10520.236382686258,2.518223762512207
Avgrq-sz_,../datasets/hdd.csv,0.9437316950904456,10520.236382686258,2.4597702026367188
Avgrq-sz_,../datasets/hdd.csv,0.9535296771318519,8688.350966649736,2.821631908416748
Avgrq-sz_,../datasets/hdd.csv,0.9535296771318519,8688.350966649736,2.7697041034698486
await_-../datasets/hdd.csv,r2,0.7185868020412833,25676.011701799056,2.504495143890381
await_-../datasets/hdd.csv,r2,0.7185868020412833,25676.011701799056,2.6107943058013916
await_-../datasets/hdd.csv,r2,0.8553143338017815,13201.054127294468,1.41731595993042
await_-../datasets/hdd.csv,r2,0.8553143338017815,13201.054127294468,1.3911397457122803
await_-../datasets/hdd.csv,r2,0.778150942045284,20241.406762002745,1.4200060367584229
await_-../datasets/hdd.csv,r2,0.778150942045284,20241.406762002745,1.3080222606658936
await_-../datasets/hdd.csv,r2,0.7731316595169111,20699.363808324517,1.3193504810333252
await_-../datasets/hdd.csv,r2,0.7731316595169111,20699.363808324517,1.3040564060211182
await_-../datasets/hdd.csv,r2,0.7790366043546458,20160.599337248088,1.29587721824646
await_-../datasets/hdd.csv,r2,0.7790366043546458,20160.599337248088,1.3165686130523682
await_-../datasets/hdd.csv,r2,0.7065270438252882,26776.338535511328,2.4077179431915283
await_-../datasets/hdd.csv,r2,0.7065270438252882,26776.338535511328,2.3802595138549805
await_-../datasets/hdd.csv,r2,0.7207754600660616,25476.319542856007,1.379744052886963
await_-../datasets/hdd.csv,r2,0.7207754600660616,25476.319542856007,1.3720917701721191
await_-../datasets/hdd.csv,r2,0.7195104422213657,25591.739193458754,2.077530860900879
await_-../datasets/hdd.csv,r2,0.7195104422213657,25591.739193458754,2.081409215927124
await_-../datasets/hdd.csv,r2,0.7537640116891816,22466.459153774726,2.576212167739868
await_-../datasets/hdd.csv,r2,0.7537640116891816,22466.459153774726,2.5946805477142334
await_-../datasets/hdd.csv,r2,0.011162420876288826,90221.08926278463,9.819666862487793
await_-../datasets/hdd.csv,r2,0.011162420876288826,90221.08926278463,9.971653938293457
await_-../datasets/hdd.csv,r2,0.01733982616299845,89657.46562473629,9.470190286636353
await_-../datasets/hdd.csv,r2,0.01733982616299845,89657.46562473629,9.480600357055664
%util_-../datasets/hdd.csv,r2,0.04489281143816126,24.341764314810614,2.271533489227295
%util_-../datasets/hdd.csv,r2,0.04489281143816126,24.341764314810614,2.256509780883789
%util_-../datasets/hdd.csv,r2,0.2392734802915909,19.387798429881997,1.4635980129241943
%util_-../datasets/hdd.csv,r2,0.2392734802915909,19.387798429881997,1.3370506763458252
%util_-../datasets/hdd.csv,r2,0.005505650354147518,25.34558148174053,1.404850959777832
%util_-../datasets/hdd.csv,r2,0.005505650354147518,25.34558148174053,1.336155652999878
%util_-../datasets/hdd.csv,r2,0.21937765223173566,19.89486147294236,9.536160707473755
%util_-../datasets/hdd.csv,r2,0.21937765223173566,19.89486147294236,9.540248155593872
%util_-../datasets/hdd.csv,r2,0.4636125235388424,13.67031647316323,9.560637474060059
%util_-../datasets/hdd.csv,r2,0.4636125235388424,13.67031647316323,9.647101163864136
%util_-../datasets/hdd.csv,r2,0.6202079813001036,9.679340621191926,9.61425232887268
%util_-../datasets/hdd.csv,r2,0.6202079813001036,9.679340621191926,9.64319396018982
