metric-dataset,mode,r2,mse,inference 74k+
rd_sec/s_-../datasets/nvme.csv,r2,0.8980724960114452,92411466190.21228,1.404944896697998
rd_sec/s_-../datasets/nvme.csv,r2,0.8489883184306373,136913103525.43576,1.4616811275482178
rd_sec/s_-../datasets/nvme.csv,r2,0.8489883184306373,136913103525.43576,1.410813570022583
rd_sec/s_-../datasets/nvme.csv,r2,0.794796405470334,186045613754.23843,1.3814165592193604
rd_sec/s_-../datasets/nvme.csv,r2,0.794796405470334,186045613754.23843,1.3889358043670654
rd_sec/s_-../datasets/nvme.csv,r2,0.8458012456236691,139802628525.2823,1.3707530498504639
rd_sec/s_-../datasets/nvme.csv,r2,0.8458012456236691,139802628525.2823,1.3620762825012207
rd_sec/s_-../datasets/nvme.csv,r2,0.7544134897029555,222658346422.72733,2.4364259243011475
rd_sec/s_-../datasets/nvme.csv,r2,0.7544134897029555,222658346422.72733,3.0180470943450928
rd_sec/s_-../datasets/nvme.csv,r2,0.8895927396265528,100099545362.16682,1.906193733215332
rd_sec/s_-../datasets/nvme.csv,r2,0.8895927396265528,100099545362.16682,2.1001346111297607
rd_sec/s_-../datasets/nvme.csv,r2,0.7358852933719819,239456734706.59668,2.646028518676758
rd_sec/s_-../datasets/nvme.csv,r2,0.7358852933719819,239456734706.59668,2.435642719268799
rd_sec/s_-../datasets/nvme.csv,r2,0.7872539401673401,192883908130.76648,2.6375739574432373
rd_sec/s_-../datasets/nvme.csv,r2,0.7872539401673401,192883908130.76648,2.745535135269165
wr_sec/s_-../datasets/nvme.csv,r2,0.5821178425433919,18117737642.497585,2.570291519165039
wr_sec/s_-../datasets/nvme.csv,r2,0.5821178425433919,18117737642.497585,2.243541955947876
wr_sec/s_-../datasets/nvme.csv,r2,0.7971585957027415,8794410769.919313,1.489534616470337
wr_sec/s_-../datasets/nvme.csv,r2,0.7971585957027415,8794410769.919313,1.4635789394378662
wr_sec/s_-../datasets/nvme.csv,r2,0.6723737339808953,14204594828.008726,1.425835132598877
wr_sec/s_-../datasets/nvme.csv,r2,0.6723737339808953,14204594828.008726,1.4076850414276123
wr_sec/s_-../datasets/nvme.csv,r2,0.6493427449172047,15203128529.573877,1.407257080078125
wr_sec/s_-../datasets/nvme.csv,r2,0.6493427449172047,15203128529.573877,1.4040300846099854
wr_sec/s_-../datasets/nvme.csv,r2,0.6438252283130217,15442346492.075882,1.3719630241394043
wr_sec/s_-../datasets/nvme.csv,r2,0.6438252283130217,15442346492.075882,1.381397008895874
wr_sec/s_-../datasets/nvme.csv,r2,0.5277503906138781,20474897939.422478,2.547781229019165
wr_sec/s_-../datasets/nvme.csv,r2,0.5277503906138781,20474897939.422478,2.5684101581573486
wr_sec/s_-../datasets/nvme.csv,r2,0.6525301369469985,15064935664.60192,1.3814353942871094
wr_sec/s_-../datasets/nvme.csv,r2,0.6525301369469985,15064935664.60192,1.5114986896514893
wr_sec/s_-../datasets/nvme.csv,r2,0.5751182744565193,18421211566.77474,2.3577747344970703
wr_sec/s_-../datasets/nvme.csv,r2,0.5751182744565193,18421211566.77474,2.3493316173553467
wr_sec/s_-../datasets/nvme.csv,r2,0.6311663206820424,15991187267.414585,2.6394667625427246
wr_sec/s_-../datasets/nvme.csv,r2,0.6311663206820424,15991187267.414585,2.68764591217041
wr_sec/s_-../datasets/nvme.csv,r2,0.14572966453744474,37037824031.25485,10.328213930130005
wr_sec/s_-../datasets/nvme.csv,r2,0.14572966453744474,37037824031.25485,10.204649209976196
wr_sec/s_-../datasets/nvme.csv,r2,0.21199814469662714,34164681648.726124,10.52133822441101
wr_sec/s_-../datasets/nvme.csv,r2,0.21199814469662714,34164681648.726124,10.388049840927124
wr_sec/s_-../datasets/nvme.csv,r2,0.23176306447085426,33307751950.71277,10.423962831497192
wr_sec/s_-../datasets/nvme.csv,r2,0.23176306447085426,33307751950.71277,10.428865432739258
Avgrq-sz_,../datasets/nvme.csv,0.9395165690649135,9469.01291700526,2.3609821796417236
Avgrq-sz_,../datasets/nvme.csv,0.9395165690649135,9469.01291700526,2.192162275314331
Avgrq-sz_,../datasets/nvme.csv,0.9755941145136017,3820.8752603615294,1.4205055236816406
Avgrq-sz_,../datasets/nvme.csv,0.9755941145136017,3820.8752603615294,1.4253709316253662
Avgrq-sz_,../datasets/nvme.csv,0.9627939635032335,5824.809120973312,1.4841551780700684
Avgrq-sz_,../datasets/nvme.csv,0.9627939635032335,5824.809120973312,1.5338752269744873
Avgrq-sz_,../datasets/nvme.csv,0.9595194713224762,6337.448835302701,1.467860460281372
Avgrq-sz_,../datasets/nvme.csv,0.9595194713224762,6337.448835302701,1.528571605682373
Avgrq-sz_,../datasets/nvme.csv,0.934970830345638,10180.673250830365,1.429302453994751
Avgrq-sz_,../datasets/nvme.csv,0.934970830345638,10180.673250830365,1.4002113342285156
Avgrq-sz_,../datasets/nvme.csv,0.9333628972708062,10432.403994603843,2.7031338214874268
Avgrq-sz_,../datasets/nvme.csv,0.9333628972708062,10432.403994603843,2.7111635208129883
Avgrq-sz_,../datasets/nvme.csv,0.9672607357595269,5125.5114201276665,1.3842456340789795
Avgrq-sz_,../datasets/nvme.csv,0.9672607357595269,5125.5114201276665,1.396008014678955
Avgrq-sz_,../datasets/nvme.csv,0.9421637770160621,9054.577990019596,2.4040935039520264
Avgrq-sz_,../datasets/nvme.csv,0.9421637770160621,9054.577990019596,2.2747292518615723
Avgrq-sz_,../datasets/nvme.csv,0.9542411392843194,7163.800672108881,2.6208064556121826
Avgrq-sz_,../datasets/nvme.csv,0.9542411392843194,7163.800672108881,2.5787160396575928
await_-../datasets/nvme.csv,r2,0.976106510014351,692112.5006231501,2.017024278640747
await_-../datasets/nvme.csv,r2,0.976106510014351,692112.5006231501,2.0629963874816895
await_-../datasets/nvme.csv,r2,0.9844075233503572,451660.5992416416,1.3898847103118896
await_-../datasets/nvme.csv,r2,0.9844075233503572,451660.5992416416,1.387002944946289
await_-../datasets/nvme.csv,r2,0.9792310406719242,601605.558021397,1.4962899684906006
await_-../datasets/nvme.csv,r2,0.9792310406719242,601605.558021397,1.4168174266815186
await_-../datasets/nvme.csv,r2,0.982925304284234,494595.4047029602,1.4048969745635986
await_-../datasets/nvme.csv,r2,0.982925304284234,494595.4047029602,1.3913543224334717
await_-../datasets/nvme.csv,r2,0.9629493884221708,1073229.2119799294,1.4150159358978271
await_-../datasets/nvme.csv,r2,0.9629493884221708,1073229.2119799294,1.4046781063079834
await_-../datasets/nvme.csv,r2,0.9670702717547297,953861.3477714498,2.6492843627929688
await_-../datasets/nvme.csv,r2,0.9670702717547297,953861.3477714498,2.6859476566314697
await_-../datasets/nvme.csv,r2,0.957541683198879,1229871.8952787423,1.4325921535491943
await_-../datasets/nvme.csv,r2,0.957541683198879,1229871.8952787423,1.4064116477966309
await_-../datasets/nvme.csv,r2,0.97618753684829,689765.4309950332,2.029571294784546
await_-../datasets/nvme.csv,r2,0.97618753684829,689765.4309950332,2.1216824054718018
await_-../datasets/nvme.csv,r2,0.9819617678134871,522505.7533632353,2.3918745517730713
await_-../datasets/nvme.csv,r2,0.9819617678134871,522505.7533632353,2.3454034328460693
await_-../datasets/nvme.csv,r2,0.21949554659456205,22608538.531558108,10.377258777618408
await_-../datasets/nvme.csv,r2,0.21949554659456205,22608538.531558108,10.602489709854126
await_-../datasets/nvme.csv,r2,0.22229381282654415,22527482.35096709,10.351982116699219
await_-../datasets/nvme.csv,r2,0.22229381282654415,22527482.35096709,10.777555465698242
svctm_-../datasets/nvme.csv,r2,0.9302318432468926,0.1777723207679825,1.9203650951385498
svctm_-../datasets/nvme.csv,r2,0.9302318432468926,0.1777723207679825,2.2493865489959717
svctm_-../datasets/nvme.csv,r2,0.64907429081694,0.894174085168792,9.774734735488892
svctm_-../datasets/nvme.csv,r2,0.64907429081694,0.894174085168792,9.81589937210083
svctm_-../datasets/nvme.csv,r2,0.9012644457775622,0.2515825189211981,1.7393136024475098
svctm_-../datasets/nvme.csv,r2,0.9012644457775622,0.2515825189211981,1.694695234298706
svctm_-../datasets/nvme.csv,r2,0.8939861146075956,0.27012802569130867,1.5198686122894287
svctm_-../datasets/nvme.csv,r2,0.8939861146075956,0.27012802569130867,1.6253385543823242
svctm_-../datasets/nvme.csv,r2,0.6098022789267129,0.9942408924324442,3.2631003856658936
svctm_-../datasets/nvme.csv,r2,0.6098022789267129,0.9942408924324442,3.216233253479004
svctm_-../datasets/nvme.csv,r2,0.17035522532159997,2.113971242346748,1.8976850509643555
svctm_-../datasets/nvme.csv,r2,0.17035522532159997,2.113971242346748,1.6209282875061035
svctm_-../datasets/nvme.csv,r2,0.7856125278129288,0.546268673961771,3.062659502029419
svctm_-../datasets/nvme.csv,r2,0.7856125278129288,0.546268673961771,3.0972917079925537
svctm_-../datasets/nvme.csv,r2,0.9127692821070267,0.22226769179193448,3.264725685119629
svctm_-../datasets/nvme.csv,r2,0.9127692821070267,0.22226769179193448,3.212838888168335
svctm_-../datasets/nvme.csv,r2,0.7538158294194742,0.6272880548545051,10.241516828536987
svctm_-../datasets/nvme.csv,r2,0.7538158294194742,0.6272880548545051,10.263463258743286
%util_-../datasets/nvme.csv,r2,0.2643394963143987,22.548366284332815,1.5859804153442383
%util_-../datasets/nvme.csv,r2,0.2643394963143987,22.548366284332815,1.520698070526123
%util_-../datasets/nvme.csv,r2,0.2584055968749791,22.730243301495083,10.28195333480835
%util_-../datasets/nvme.csv,r2,0.2584055968749791,22.730243301495083,10.575883388519287
%util_-../datasets/nvme.csv,r2,0.5303255566648023,14.395759089491857,10.632473945617676
%util_-../datasets/nvme.csv,r2,0.5303255566648023,14.395759089491857,10.32469630241394
%util_-../datasets/nvme.csv,r2,0.4607372407712911,16.528676145682407,10.17960000038147
%util_-../datasets/nvme.csv,r2,0.4607372407712911,16.528676145682407,10.275937557220459
tps_-../datasets/hdd.csv,r2,0.47223648276395247,2062.2066373472626,1.4515597820281982
tps_-../datasets/hdd.csv,r2,0.47223648276395247,2062.2066373472626,1.5147514343261719
tps_-../datasets/hdd.csv,r2,0.19208792045845635,3156.8715881481235,1.4690003395080566
tps_-../datasets/hdd.csv,r2,0.19208792045845635,3156.8715881481235,1.492300033569336
tps_-../datasets/hdd.csv,r2,0.08660239142433657,3569.050435328565,1.5390374660491943
tps_-../datasets/hdd.csv,r2,0.08660239142433657,3569.050435328565,1.6197707653045654
tps_-../datasets/hdd.csv,r2,0.39297870280219194,2371.9020114317286,1.4892997741699219
tps_-../datasets/hdd.csv,r2,0.39297870280219194,2371.9020114317286,1.4458165168762207
rd_sec/s_-../datasets/hdd.csv,r2,0.9116385991146401,318496604.3385755,2.572479248046875
rd_sec/s_-../datasets/hdd.csv,r2,0.9116385991146401,318496604.3385755,2.610792875289917
rd_sec/s_-../datasets/hdd.csv,r2,0.9624529936700903,135337306.7802572,1.5954811573028564
rd_sec/s_-../datasets/hdd.csv,r2,0.9624529936700903,135337306.7802572,1.7517001628875732
rd_sec/s_-../datasets/hdd.csv,r2,0.9424710166205507,207361876.0433294,1.5339677333831787
rd_sec/s_-../datasets/hdd.csv,r2,0.9424710166205507,207361876.0433294,1.556103229522705
rd_sec/s_-../datasets/hdd.csv,r2,0.9259360422515711,266961804.7065012,1.5747978687286377
rd_sec/s_-../datasets/hdd.csv,r2,0.9259360422515711,266961804.7065012,1.79183030128479
rd_sec/s_-../datasets/hdd.csv,r2,0.9250029645606062,270325061.436009,1.7891011238098145
rd_sec/s_-../datasets/hdd.csv,r2,0.9250029645606062,270325061.436009,1.4822862148284912
rd_sec/s_-../datasets/hdd.csv,r2,0.9027884688147765,350396692.16218865,2.8953776359558105
rd_sec/s_-../datasets/hdd.csv,r2,0.9027884688147765,350396692.16218865,3.093721628189087
rd_sec/s_-../datasets/hdd.csv,r2,0.9473852559712711,189648615.15759397,1.584731101989746
rd_sec/s_-../datasets/hdd.csv,r2,0.9473852559712711,189648615.15759397,1.7319462299346924
rd_sec/s_-../datasets/hdd.csv,r2,0.9056435388719598,340105658.868801,2.921595335006714
rd_sec/s_-../datasets/hdd.csv,r2,0.9056435388719598,340105658.868801,2.8715031147003174
rd_sec/s_-../datasets/hdd.csv,r2,0.9245633102550297,271909785.1050082,2.7552151679992676
rd_sec/s_-../datasets/hdd.csv,r2,0.9245633102550297,271909785.1050082,2.844221830368042
wr_sec/s_-../datasets/hdd.csv,r2,0.8911652252611588,2470803860.3897066,2.136993885040283
wr_sec/s_-../datasets/hdd.csv,r2,0.8911652252611588,2470803860.3897066,1.866044044494629
wr_sec/s_-../datasets/hdd.csv,r2,0.9527424550430484,1072856766.5285476,1.41349196434021
wr_sec/s_-../datasets/hdd.csv,r2,0.9527424550430484,1072856766.5285476,1.4524059295654297
wr_sec/s_-../datasets/hdd.csv,r2,0.9282315066569478,1629312605.5700107,1.5312533378601074
wr_sec/s_-../datasets/hdd.csv,r2,0.9282315066569478,1629312605.5700107,1.8532912731170654
wr_sec/s_-../datasets/hdd.csv,r2,0.9154232262670137,1920090518.3129015,1.3785135746002197
wr_sec/s_-../datasets/hdd.csv,r2,0.9154232262670137,1920090518.3129015,1.3867676258087158
wr_sec/s_-../datasets/hdd.csv,r2,0.9143019487047016,1945546140.7109535,1.355703353881836
wr_sec/s_-../datasets/hdd.csv,r2,0.9143019487047016,1945546140.7109535,1.326348066329956
wr_sec/s_-../datasets/hdd.csv,r2,0.8848536638124391,2614091062.7568207,2.4649901390075684
wr_sec/s_-../datasets/hdd.csv,r2,0.8848536638124391,2614091062.7568207,2.544776201248169
wr_sec/s_-../datasets/hdd.csv,r2,0.9344291418496216,1488611795.593688,1.333885908126831
wr_sec/s_-../datasets/hdd.csv,r2,0.9344291418496216,1488611795.593688,1.4850544929504395
wr_sec/s_-../datasets/hdd.csv,r2,0.888855892402235,2523231115.891874,2.284824848175049
wr_sec/s_-../datasets/hdd.csv,r2,0.888855892402235,2523231115.891874,2.3773388862609863
wr_sec/s_-../datasets/hdd.csv,r2,0.9050086492337652,2156525767.9821677,2.7337663173675537
wr_sec/s_-../datasets/hdd.csv,r2,0.9050086492337652,2156525767.9821677,2.668830633163452
wr_sec/s_-../datasets/hdd.csv,r2,0.2883791305053316,16155457625.565424,9.707401275634766
wr_sec/s_-../datasets/hdd.csv,r2,0.2883791305053316,16155457625.565424,9.631377935409546
wr_sec/s_-../datasets/hdd.csv,r2,0.33045672214592126,15200197910.911306,9.864041566848755
wr_sec/s_-../datasets/hdd.csv,r2,0.33045672214592126,15200197910.911306,9.68379259109497
wr_sec/s_-../datasets/hdd.csv,r2,0.39691190981471336,13691509767.540026,9.7645423412323
wr_sec/s_-../datasets/hdd.csv,r2,0.39691190981471336,13691509767.540026,9.76066279411316
Avgrq-sz_,../datasets/hdd.csv,0.947118952817042,9886.935770020693,2.429738998413086
Avgrq-sz_,../datasets/hdd.csv,0.947118952817042,9886.935770020693,2.058608055114746
Avgrq-sz_,../datasets/hdd.csv,0.9771887820281335,4264.9126471244945,1.3722796440124512
