model,metric_dataset,r2,mae,mse,bigInference
optimized.model,tps__tps__ssd.csv,0.9458778027312997,1436.334403864342,11974509.942336084,3.0023913383483887
convex.model,tps__tps__ssd.csv,0.9769976758116533,855.842454392254,5089253.090053096,2.1054437160491943
50_50_LSTM.model,tps__tps__ssd.csv,-0.5504694902161376,11036.842037951797,343040624.0475938,11.295552968978882
concave.model,tps__tps__ssd.csv,0.9637178145575062,1005.0526089524404,8027415.963063279,2.1459407806396484
sin.model,tps__tps__ssd.csv,0.9522674646400617,1288.159419985654,10560800.338589348,2.240396499633789
trend_up.model,tps__tps__ssd.csv,0.942369802692852,1785.8256392242783,12750653.252437837,2.206059455871582
all_model.model,tps__tps__ssd.csv,0.9310463303388119,1777.6525508335644,15255966.028488712,3.4452497959136963
trend_down.model,tps__tps__ssd.csv,0.9660865515326122,1078.2267315410343,7503334.054149519,2.322979211807251
optimized+misc.model,tps__tps__ssd.csv,0.9398160815269961,1547.5205063662493,13315662.823994523,2.9235353469848633
const.model,tps__tps__ssd.csv,-0.5569150037537711,11100.323191199113,344466690.7971877,2.0703353881835938
all_misc.model,tps__tps__ssd.csv,0.951673989211537,1276.8836245278537,10692106.489818217,3.522620439529419
tps_5_model,tps__tps__ssd.csv,-0.4106185222009884,10119.100859951668,312098665.0833518,11.14349889755249
ssd_tps_5_model,tps__tps__ssd.csv,-0.41558375336981324,10140.884039533417,313197220.07552826,11.289876222610474
hdd_tps_5_model,tps__tps__ssd.csv,-0.5276002736663186,10806.078748920563,337980820.9581206,11.57425332069397
ssd_await_5_model,tps__tps__ssd.csv,-0.5558074969240052,11089.06152711628,344221655.4473035,11.35503625869751
hdd_await_5_model,tps__tps__ssd.csv,-0.5513895722367339,11045.26410540029,343244191.7491912,11.39225435256958
nvme_await_5_model,tps__tps__ssd.csv,-0.5509670215641591,11042.499707475275,343150702.61746275,11.431430339813232
nvme_tps_5_model,tps__tps__ssd.csv,-0.21748159611576723,10736.163111501262,269367213.6946035,11.378999471664429
nvme_tps_5_model,tps__tps__ssd.csv,-0.21572407432747864,10765.287128662581,268978362.84985214,11.345782995223999
nvme_await_5_model,tps__tps__ssd.csv,-0.5336777822790846,10867.573059118691,339325466.7962578,11.123955965042114
hdd_tps_5_model,tps__tps__ssd.csv,-0.5276544706336179,10806.10175510875,337992812.010896,11.18582797050476
ssd_tps_5_model,tps__tps__ssd.csv,-0.4106575621775075,10117.858547203961,312107302.6592554,11.282490253448486
hdd_await_5_model,tps__tps__ssd.csv,-0.5513990451558826,11045.29749761537,343246287.6279665,11.247258186340332
ssd_await_5_model,tps__tps__ssd.csv,-0.5558564139423159,11089.54582814164,344232478.3139214,11.324337482452393
ssd_svctm_5_model,tps__tps__ssd.csv,-0.5568832411036231,11100.038099612459,344459663.32622033,11.423908233642578
nvme_svctm_5_model,tps__tps__ssd.csv,-0.5566280946006972,11097.470735999745,344403212.2859776,11.427408456802368
hdd_svctm_5_model,tps__tps__ssd.csv,-0.5565783018931301,11096.978726460888,344392195.67353565,11.064475774765015
hdd_rd_secps_5_model,tps__tps__ssd.csv,-86.03748308791363,137860.21276492317,19257000993.839367,11.446247577667236
ssd_rd_secps_5_model,tps__tps__ssd.csv,-121.08169620215872,163660.7968298892,27010516178.644245,11.231237888336182
nvme_rd_secps_5_model,tps__tps__ssd.csv,-107.0485440213691,153881.67839344297,23905688052.82163,11.392053604125977
ssd_%util_5_model,tps__tps__ssd.csv,-0.5469339258335741,11000.861016634113,342258382.1397017,11.59696364402771
nvme_%util_5_model,tps__tps__ssd.csv,-0.5470507245268494,11001.95952003299,342284223.7940406,11.666585445404053
hdd_%util_5_model,tps__tps__ssd.csv,-0.5475904084277969,11006.240101624975,342403628.5958362,11.149836301803589
hdd_wr_secps_5_model,tps__tps__ssd.csv,3.86007425897672e-05,12382.910390097382,221240975.45250538,11.036672592163086
nvme_wr_secps_5_model,tps__tps__ssd.csv,-0.5070590742543102,10594.39728079131,333436090.5332741,11.311561822891235
ssd_wr_secps_5_model,tps__tps__ssd.csv,-0.5316629456607525,10896.95331521061,338879685.1699388,11.296278715133667
ssd_Avgrq_sz_5_model,tps__tps__ssd.csv,-0.5070385194115254,10594.122185860633,333431542.7842597,11.425997972488403
hdd_Avgrq_sz_5_model,tps__tps__ssd.csv,-0.5067257305074773,10591.340971162375,333362338.3906764,11.497605800628662
nvme_Avgrq_sz_5_model,tps__tps__ssd.csv,-0.5057046355770751,10581.716096254439,333136421.6316899,11.123449563980103
optimized.model,rd_sec/s__rd_sec/s__ssd.csv,0.6395330532008985,95261.90525706884,39455730914.5965,2.826860189437866
convex.model,rd_sec/s__rd_sec/s__ssd.csv,0.8427888408589324,57536.98916248464,17207905598.342728,2.326411724090576
50_50_LSTM.model,rd_sec/s__rd_sec/s__ssd.csv,-1.4058858884490326,392296.28332096897,263341721255.72144,11.270524263381958
concave.model,rd_sec/s__rd_sec/s__ssd.csv,0.7797747618430595,66511.85121996308,24105255182.15095,2.0847043991088867
sin.model,rd_sec/s__rd_sec/s__ssd.csv,0.7198993904748463,80066.3868263073,30659050369.459496,1.9826569557189941
trend_up.model,rd_sec/s__rd_sec/s__ssd.csv,0.7549877356469554,98450.16784679734,26818375606.786156,1.758070707321167
all_model.model,rd_sec/s__rd_sec/s__ssd.csv,0.6446951678718778,105063.55027383957,38890699892.42634,3.043370485305786
trend_down.model,rd_sec/s__rd_sec/s__ssd.csv,0.792927225707919,71438.32333813845,22665622284.533096,1.766209602355957
optimized+misc.model,rd_sec/s__rd_sec/s__ssd.csv,0.637065462580038,97253.81839192586,39725826667.92035,2.944021463394165
const.model,rd_sec/s__rd_sec/s__ssd.csv,-1.4063284702579493,392342.8178947297,263390165055.9516,2.153357744216919
all_misc.model,rd_sec/s__rd_sec/s__ssd.csv,0.700177116396001,82481.95358695759,32817796812.063374,3.525186061859131
tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.3958300950127156,391539.940722713,262241041475.01126,11.274455547332764
ssd_tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.3959880609953057,391568.16142664425,262258332001.52997,11.333586931228638
hdd_tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4042636262584027,392179.6643299898,263164152851.64224,11.453386306762695
ssd_await_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4061981702180506,392336.76538388774,263375902768.22156,11.439983367919922
hdd_await_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4057685385068526,392342.10484156496,263328876450.44144,11.29457426071167
nvme_await_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4058699971573443,392350.74238501536,263339981838.1845,11.67238187789917
nvme_tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.3778241602965418,389380.2383662773,260270160867.68866,11.273313999176025
nvme_tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.3770278599756423,389384.2695454052,260183000001.85168,11.383586406707764
nvme_await_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4046878064849593,392210.8738121495,263210582464.7508,11.361154079437256
hdd_tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4042816501467548,392183.35574002,263166125697.40567,11.235065937042236
ssd_tps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.3957740682287803,391520.05619965616,262234908935.72964,11.45083475112915
hdd_await_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.405922537499984,392369.40755253006,263345732761.0909,11.20023488998413
ssd_await_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.406235795242147,392337.52028097614,263380021100.95523,11.275712966918945
ssd_svctm_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4063259335195224,392342.57828791626,263389887391.46762,11.605724573135376
nvme_svctm_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.406308854095125,392341.1920618706,263388017924.15808,11.597413063049316
hdd_svctm_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4063054253177731,392340.717826246,263387642619.52127,11.426913499832153
hdd_rd_secps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-0.5182279083369705,293468.96566003916,166181094689.2718,11.288453340530396
ssd_rd_secps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-0.382423351469543,282160.27152734797,151316297513.5031,11.561720132827759
nvme_rd_secps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-0.42349415256807554,284536.32524805673,155811795619.44666,11.30631160736084
ssd_%util_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.405640763109441,392270.7670173796,263314890503.2068,11.259169101715088
nvme_%util_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4056470191860497,392285.95657514926,263315575276.32523,11.45588994026184
hdd_%util_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4056468645430025,392291.2646441121,263315558349.51813,11.399682521820068
hdd_wr_secps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.3329024217344871,384445.03351830604,255353149628.07532,11.022480726242065
nvme_wr_secps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.402686059070478,392037.59955286834,262991476640.91284,11.155789613723755
ssd_wr_secps_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4021197274329267,391697.954176502,262929487521.24994,11.54484486579895
ssd_Avgrq_sz_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4026224017063988,392032.0552977352,262984508879.09683,11.65984296798706
hdd_Avgrq_sz_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.40265336348756,392034.2439565787,262987897871.39413,11.24492621421814
nvme_Avgrq_sz_5_model,rd_sec/s__rd_sec/s__ssd.csv,-1.4025352034973868,392096.23537396407,262974964400.46555,10.897206783294678
optimized.model,wr_sec/s__wr_sec/s__ssd.csv,0.6156511306491107,103781.83325077467,47959776237.07618,3.0360054969787598
convex.model,wr_sec/s__wr_sec/s__ssd.csv,0.8267790348015636,63389.19244036479,21614838478.69201,2.3901894092559814
50_50_LSTM.model,wr_sec/s__wr_sec/s__ssd.csv,-0.9372711406847636,342028.0127158338,241736343792.8157,11.180442333221436
concave.model,wr_sec/s__wr_sec/s__ssd.csv,0.7555545374476184,75855.92221953637,30502365483.682102,2.2036471366882324
sin.model,wr_sec/s__wr_sec/s__ssd.csv,0.7102992914994974,84958.42673394547,36149400358.25133,1.9947097301483154
trend_up.model,wr_sec/s__wr_sec/s__ssd.csv,0.738737590481919,98810.01526164664,32600815818.212406,1.9601197242736816
all_model.model,wr_sec/s__wr_sec/s__ssd.csv,0.6196999638828982,110143.56690239873,47454555195.99017,3.2034659385681152
trend_down.model,wr_sec/s__wr_sec/s__ssd.csv,0.7667552233317105,79970.45903311424,29104722790.963726,2.05247163772583
optimized+misc.model,wr_sec/s__wr_sec/s__ssd.csv,0.6195510576321397,104121.53334356203,47473135998.57907,3.0667991638183594
const.model,wr_sec/s__wr_sec/s__ssd.csv,-0.9376019753449156,342046.40244955296,241777625965.17947,2.43204665184021
all_misc.model,wr_sec/s__wr_sec/s__ssd.csv,0.6651705912448469,93042.89282094275,41780644622.70937,3.626331329345703
tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9297904655620279,341802.5486709513,240802891053.39545,11.383625984191895
ssd_tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9299500493243777,341833.15106329985,240822804216.0029,11.450826644897461
hdd_tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.936033482178366,341988.5759397326,241581906431.9748,11.52287244796753
ssd_await_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9374776161625571,342055.14265290333,241762108192.04535,11.149903297424316
hdd_await_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9371252494774749,342085.7700203064,241718139213.03293,11.147597551345825
nvme_await_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9371790498641486,342089.6066068954,241724852526.67084,11.369336605072021
nvme_tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9166368357637862,340379.63654909737,239161556338.6754,11.173503398895264
nvme_tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9159750156469997,340548.3988927838,239078973177.27863,11.580877780914307
nvme_await_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9363169181362145,342006.5243720625,241617274104.94055,11.289929866790771
hdd_tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9360431790519144,341986.3216809128,241583116426.13025,11.328747987747192
ssd_tps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9297629356995625,341650.31642717856,240799455825.276,11.156571626663208
hdd_await_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9371969980215291,342118.008513439,241727092131.57275,11.298476219177246
ssd_await_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9374865641040289,342057.87225012475,241763224733.04492,11.284687757492065
ssd_svctm_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9375997255848145,342046.435045845,241777345235.8743,11.464707851409912
nvme_svctm_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9375870509792161,342045.41490321176,241775763674.70197,11.334346532821655
hdd_svctm_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.937584595308621,342045.2013551038,241775457251.4973,11.376429557800293
hdd_rd_secps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.2853650445502789,306851.8854774261,160390272576.32333,11.20611023902893
ssd_rd_secps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.17520372719886645,298172.3260510497,146644135794.1909,11.329053163528442
nvme_rd_secps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.18856145465956975,284802.1277094688,148310938199.8624,11.427973747253418
ssd_%util_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9370846251856515,342011.92146152584,241713070037.34122,11.56620979309082
nvme_%util_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9370868783394442,342018.74033502524,241713351190.11765,11.512243509292603
hdd_%util_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9370875443021076,342023.99100263795,241713434290.19382,11.591163396835327
hdd_wr_secps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.8830048022804557,337351.69825406733,234964887819.83084,11.290425539016724
nvme_wr_secps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9348439756903681,341896.29250118847,241433477570.73404,11.222881078720093
ssd_wr_secps_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9329227358793544,341632.5512304049,241193741646.46918,11.523458242416382
ssd_Avgrq_sz_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9347176139961568,341982.9112687953,241417709920.39713,11.357057809829712
hdd_Avgrq_sz_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.9346666940396884,342052.47637586645,241411356032.26846,11.225151300430298
nvme_Avgrq_sz_5_model,wr_sec/s__wr_sec/s__ssd.csv,-0.934653564157232,342008.6120657744,241409717660.7918,11.264429807662964
optimized.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.931659805829187,48.23805016704309,12487.692742311237,2.701573371887207
convex.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9710008020031229,26.573334248936277,5298.9763747717,2.411393165588379
50_50_LSTM.model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.1045088315194822,464.8815465995602,384553.48247634474,11.531245708465576
concave.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9562436511859179,26.282079367569175,7995.526587909774,2.0885183811187744
sin.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9460208184833897,41.03934068015589,9863.528212636571,1.8216311931610107
trend_up.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9175735011400581,73.62133288577327,15061.660331468987,2.49981427192688
all_model.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9057617025080362,68.24560622265184,17220.011121079955,3.1217498779296875
trend_down.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9605510541794611,37.24742701853019,7208.441831225663,1.9287900924682617
optimized+misc.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9260280883037316,55.40909762131253,13516.767343615353,2.87880277633667
const.model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.4414854964091988,513.22539371674,446128.68142813153,2.079195737838745
all_misc.model,Avgrq_sz__Avgrq_sz__ssd.csv,0.9402484668121226,40.22558570473283,10918.300663109592,3.5184643268585205
tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-6.107636126826401,1054.8162709426315,1298766.8114332967,11.322941780090332
ssd_tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-5.151842397790763,977.2793765475599,1124116.1748929275,11.110214233398438
hdd_tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.25715333798932916,420.87369584565533,229717.5886791152,11.602251529693604
ssd_await_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.3794667917666281,502.71678472949037,434796.10420546785,11.473514080047607
hdd_await_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.1486926750192281,478.22866222820056,392627.12447420193,11.312618017196655
nvme_await_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.1393990841656945,476.9992767085352,390928.9217040779,11.595048427581787
nvme_tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-71.93873370690092,3619.547288407165,13327976.406804562,11.383816003799438
nvme_tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-77.57038174547887,3755.4367237938295,14357038.310884377,11.530891418457031
nvme_await_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.36200317348681743,381.15417006518453,248876.6289139424,11.3203604221344
hdd_tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.259815938404204,421.30181957122346,230204.1213306526,11.170654058456421
ssd_tps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-6.110936873405501,1055.8303907980862,1299369.9514975026,11.646069049835205
hdd_await_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.1490282216079724,478.0779658580413,392688.43835766107,11.06274151802063
ssd_await_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.3805063076121082,502.9591688830068,434986.0532484377,11.374232053756714
ssd_svctm_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.4400357594363116,512.9415453077615,445863.7733444739,11.545600175857544
nvme_svctm_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.4254383362374154,510.36596869312564,443196.40989973914,11.26613974571228
hdd_svctm_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-1.422695040649181,509.87677145183085,442695.13195016846,11.047395706176758
hdd_rd_secps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-120798.53922023179,148461.93112751617,22073503704.490337,11.655396461486816
ssd_rd_secps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-166182.7178488777,174243.4221913586,30366480991.914333,11.29860234260559
nvme_rd_secps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-148057.81418367111,164460.7442627375,27054546767.826984,11.195074319839478
ssd_%util_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.9353680668266804,464.6210713265399,353646.6651148958,11.498929977416992
nvme_%util_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.9403943530535248,465.01177337022847,354565.11023781804,11.552345037460327
hdd_%util_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.9424417261588842,455.1900565462739,354939.2234018032,11.32444429397583
hdd_wr_secps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-607.8052405310189,10528.755836881726,111245993.31190056,11.189807653427124
nvme_wr_secps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.00030512013925521053,375.08891118685864,182784.13078016485,11.66974401473999
ssd_wr_secps_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-2.4897740761623495,498.647078097949,637680.7518906706,11.573844909667969
ssd_Avgrq_sz_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,0.0004393381436342825,373.6222900729773,182648.0971266321,11.488884925842285
hdd_Avgrq_sz_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.0005158160211451435,374.43850178441807,182822.63089663416,11.439184665679932
nvme_Avgrq_sz_5_model,Avgrq_sz__Avgrq_sz__ssd.csv,-0.007483931836033353,376.6765627520736,184095.90338795417,11.096796035766602
optimized.model,await__await__ssd.csv,0.7132188543660205,18.175090400787436,2488.7523199448865,2.8193016052246094
convex.model,await__await__ssd.csv,0.8647773875945949,10.26136643675811,1173.4927328956367,2.1919305324554443
50_50_LSTM.model,await__await__ssd.csv,0.1952856688345197,49.72426078187376,6983.494867326768,11.522534132003784
concave.model,await__await__ssd.csv,0.796569528309394,13.408981082870515,1765.41612332373,2.305140495300293
sin.model,await__await__ssd.csv,0.7610226517693313,15.06259423264359,2073.9000414708007,2.328787326812744
trend_up.model,await__await__ssd.csv,0.7662218312629822,18.93309733318804,2028.7803736557196,2.311138868331909
all_model.model,await__await__ssd.csv,0.6662529688007501,21.059429586880494,2896.3330080003534,3.524357557296753
trend_down.model,await__await__ssd.csv,0.7883545069257193,15.407891448055274,1836.7079562711847,2.1308631896972656
optimized+misc.model,await__await__ssd.csv,0.6900957577202418,18.148735104314596,2689.419836961294,2.9927220344543457
const.model,await__await__ssd.csv,-0.6398866827991132,74.51901010292012,14231.311396851617,2.1934752464294434
all_misc.model,await__await__ssd.csv,0.7381608159300869,15.531099750867632,2272.300277502137,3.727720260620117
tps_5_model,await__await__ssd.csv,-193.00817280851572,1223.8417874454894,1683647.2603457386,11.66457724571228
ssd_tps_5_model,await__await__ssd.csv,-192.94163800208455,1241.5341288244688,1683069.8560903207,11.105785369873047
hdd_tps_5_model,await__await__ssd.csv,-5.001083464724655,207.74484085357523,52078.77373527992,11.486624240875244
ssd_await_5_model,await__await__ssd.csv,-0.49698751307992284,73.12261085659853,12991.199745262293,11.12184190750122
hdd_await_5_model,await__await__ssd.csv,-0.9210391377849694,93.38161752733728,16671.21665302667,11.163936853408813
nvme_await_5_model,await__await__ssd.csv,-0.1154636329493477,82.0230754382215,9680.248323786283,11.630921125411987
nvme_tps_5_model,await__await__ssd.csv,-1101.9740750184899,2659.558906844166,9571861.08582197,10.95906686782837
nvme_tps_5_model,await__await__ssd.csv,-1346.608236899953,3063.87573170386,11694852.248906737,11.323206901550293
nvme_await_5_model,await__await__ssd.csv,0.6602712189201719,34.71457539707031,2948.2440004741043,10.978559017181396
hdd_tps_5_model,await__await__ssd.csv,-4.90976915005838,205.6711322808104,51286.32724453356,11.599293947219849
ssd_tps_5_model,await__await__ssd.csv,-189.9458195051482,1218.967532123743,1657071.458539109,11.3043692111969
hdd_await_5_model,await__await__ssd.csv,-0.11950482892048009,82.77742701761049,9715.318745958819,11.272451400756836
ssd_await_5_model,await__await__ssd.csv,-0.459615135401902,70.42681413207771,12666.873711058006,11.131340980529785
ssd_svctm_5_model,await__await__ssd.csv,-0.6328451007049152,74.20561520493511,14170.20293822448,11.495539665222168
nvme_svctm_5_model,await__await__ssd.csv,-0.5928414955126629,72.60498326787776,13823.042510336918,11.199064254760742
hdd_svctm_5_model,await__await__ssd.csv,-0.5856774846003834,73.53877797641958,13760.871586447793,11.212569236755371
hdd_rd_secps_5_model,await__await__ssd.csv,-1777142.6461882659,103885.9462427141,15422458692.494715,11.320259094238281
ssd_rd_secps_5_model,await__await__ssd.csv,-2527264.9931419347,126184.37186647173,21932191844.918,11.333667755126953
nvme_rd_secps_5_model,await__await__ssd.csv,-2095129.0055005592,110925.66962393663,18182016988.071625,10.953391313552856
ssd_%util_5_model,await__await__ssd.csv,0.23205809775277808,65.7001184158657,6664.3753255660695,11.29502558708191
nvme_%util_5_model,await__await__ssd.csv,0.2168128904990213,69.7208012731243,6796.676718103404,11.642003059387207
hdd_%util_5_model,await__await__ssd.csv,0.3766317506197242,59.201552841989056,5409.732126550664,11.385437726974487
hdd_wr_secps_5_model,await__await__ssd.csv,-9612.017661318367,7626.85058120713,83423964.12912071,11.45426344871521
nvme_wr_secps_5_model,await__await__ssd.csv,-21.697252620137927,434.14560802057315,196971.94524370573,11.10921335220337
ssd_wr_secps_5_model,await__await__ssd.csv,-384.69129099072734,423.2643381661018,3347117.165299368,11.1723952293396
ssd_Avgrq_sz_5_model,await__await__ssd.csv,-28.731853163339064,467.12518420423027,258019.81637579945,11.275238275527954
hdd_Avgrq_sz_5_model,await__await__ssd.csv,-22.748913752761496,442.0161281187664,206098.50088887103,11.14881157875061
nvme_Avgrq_sz_5_model,await__await__ssd.csv,-36.43336258056974,522.1145774117382,324855.27512549487,11.550259351730347
optimized.model,svctm__svctm__ssd.csv,-30.300450028624276,5.901643076797638,39.23567522405253,3.0715510845184326
convex.model,svctm__svctm__ssd.csv,-0.6474272874615357,0.2732165748519505,2.065079637735918,2.0048816204071045
50_50_LSTM.model,svctm__svctm__ssd.csv,-1.341699086211099,0.9745616232921522,2.935361783457319,11.136194944381714
concave.model,svctm__svctm__ssd.csv,-1.0698453195483926,0.3253494668920956,2.5945882135099576,2.3370718955993652
sin.model,svctm__svctm__ssd.csv,-2.110023376071174,0.23558443870708887,3.898470054301107,1.671494722366333
trend_up.model,svctm__svctm__ssd.csv,-6.554924215251432,2.743226872766587,9.470232938531444,1.5344069004058838
all_model.model,svctm__svctm__ssd.csv,-2.3226385522713775,0.8299974129950228,4.164986989152427,2.835731029510498
trend_down.model,svctm__svctm__ssd.csv,-0.9072892008581848,0.659754620041491,2.3908212046401536,2.0434582233428955
optimized+misc.model,svctm__svctm__ssd.csv,-3.2385989040527,0.6045786426286263,5.3131597102390336,3.230661153793335
const.model,svctm__svctm__ssd.csv,-0.3360718957568263,0.6490548096923203,1.6747900726653882,2.071223258972168
all_misc.model,svctm__svctm__ssd.csv,-2.183319134291867,0.10769814855457416,3.990347601180396,3.18076753616333
tps_5_model,svctm__svctm__ssd.csv,-1133468.4025062094,1129.5112613779233,1420824.2153855436,11.210611581802368
ssd_tps_5_model,svctm__svctm__ssd.csv,-1260065.0334276885,1205.6448369022867,1579515.361702992,11.146692991256714
hdd_tps_5_model,svctm__svctm__ssd.csv,-69377.6022874503,294.06046751521654,86967.3216953664,11.343838691711426
ssd_await_5_model,svctm__svctm__ssd.csv,-647.856609368393,21.85042191506231,813.3533916885073,11.539936542510986
hdd_await_5_model,svctm__svctm__ssd.csv,-1491.5106217982436,29.633795116972458,1870.8888201853883,11.46593976020813
nvme_await_5_model,svctm__svctm__ssd.csv,-23088.918098365393,129.63410617655353,28943.6262618891,11.382390975952148
nvme_tps_5_model,svctm__svctm__ssd.csv,-32121.21434786019,183.31681541610013,40265.77152972127,11.303300380706787
nvme_tps_5_model,svctm__svctm__ssd.csv,-390232.9025401419,684.6031583010591,489165.19243261917,11.401896238327026
nvme_await_5_model,svctm__svctm__ssd.csv,-13825.424884020182,87.27786030876337,17331.671454022784,11.334947347640991
hdd_tps_5_model,svctm__svctm__ssd.csv,-68417.0676458413,291.51612218731043,85763.27430291174,11.172620058059692
ssd_tps_5_model,svctm__svctm__ssd.csv,-1555308.0789035936,1372.1149963999003,1949607.8119348309,10.94854998588562
hdd_await_5_model,svctm__svctm__ssd.csv,-10209.247517282074,84.31735556606472,12798.728298759723,11.158034563064575
ssd_await_5_model,svctm__svctm__ssd.csv,-375.98212655141594,18.277747668850548,472.5538536703949,11.485637903213501
ssd_svctm_5_model,svctm__svctm__ssd.csv,-0.02770503279864789,0.5012323478680027,1.288246681953035,11.324042558670044
nvme_svctm_5_model,svctm__svctm__ssd.csv,0.19288013333060205,0.19552266762576323,1.0117392218501897,11.322582483291626
hdd_svctm_5_model,svctm__svctm__ssd.csv,-13.995162547441959,3.814396659292676,18.796705066708842,11.030638694763184
hdd_rd_secps_5_model,svctm__svctm__ssd.csv,-13803508.811370965,820.948195454873,17302946.9996658,11.596284866333008
