model,metric_dataset,r2,mae,mse,bigInference
trend_down.model,Avgrq_sz__Avgrq_sz__hdd.csv,0.9643796163056608,32.37893739515342,6659.785772981422,2.559300661087036
optimized+misc.model,Avgrq_sz__Avgrq_sz__hdd.csv,0.9437316950904456,47.43388524519493,10520.236382686258,3.2066519260406494
const.model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.423520100338413,515.896563497515,453114.8463550461,2.6031301021575928
all_misc.model,Avgrq_sz__Avgrq_sz__hdd.csv,0.9535296771318519,33.472764972433374,8688.350966649736,3.5072615146636963
tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-5.98796349298968,1057.3338426869902,1306508.6623455484,10.621757984161377
ssd_tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-5.2942024385079485,1006.547114092308,1176799.2229376768,10.634671926498413
hdd_tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.2577809790449188,427.14697654285874,235161.75293477284,10.797691106796265
ssd_await_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.3615781101152709,505.41793315689023,441533.8260949023,10.652647018432617
hdd_await_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.1316430397280377,481.65058563315034,398543.8818086554,10.702311515808105
nvme_await_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.1288009929863088,481.4217156508671,398012.51688515727,10.83592176437378
nvme_tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-73.38628808283664,3695.6285034896687,13907675.653637113,10.637669563293457
nvme_tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-79.4490508046496,3843.0034576381904,15041203.615215717,10.86837887763977
nvme_await_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.3546279755630297,381.00318912305164,253268.80801598463,10.689860582351685
hdd_tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.2596784668516987,427.26651653681665,235516.51784714538,10.744185209274292
ssd_tps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-5.987210302672658,1056.5748053193483,1306367.8416794743,10.80984616279602
hdd_await_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.1336893151781835,481.8790211661174,398926.46488938306,10.713945865631104
ssd_await_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.363602260271473,505.70813384052957,441912.272507168,10.764666080474854
ssd_svctm_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.4221769760762615,515.6682694217924,452863.72834550467,10.916601181030273
nvme_svctm_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.4077516541381314,513.0363456629339,450166.68963197997,10.941675186157227
hdd_svctm_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-1.4050693470328857,512.5483975783969,449665.19052260567,10.658097505569458
hdd_rd_secps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-118110.96659847474,148523.20367457895,22082872591.1896,10.753043174743652
ssd_rd_secps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-162431.4535186275,174261.05807581093,30369278228.345905,10.811176061630249
nvme_rd_secps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-144693.34168531047,164454.11388971627,27052861823.604824,10.628013849258423
ssd_%util_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.9257477168947437,470.4228748835514,360048.5429180048,10.868432998657227
nvme_%util_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.9306395557017448,470.8241399793659,360963.1484082248,11.025035619735718
hdd_%util_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.9268728883713242,459.7565484084045,360258.91125811584,10.803016662597656
hdd_wr_secps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-594.0136266789526,10530.901299048495,111247069.08523056,10.719715595245361
nvme_wr_secps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.0003101036941841606,380.6957080958218,187023.56084420314,10.86355185508728
ssd_wr_secps_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-2.507275084673304,513.4539393439907,655739.7278837152,10.799360990524292
ssd_Avgrq_sz_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,-0.006673860522003361,380.5862690553743,188213.3643440278,10.788821935653687
hdd_Avgrq_sz_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,0.0012207860826981554,379.4849982906835,186737.3371458968,10.8373122215271
nvme_Avgrq_sz_5_model,Avgrq_sz__Avgrq_sz__hdd.csv,0.0012183130940388587,380.9741996061395,186737.79950966107,10.652335166931152
optimized.model,await__await__hdd.csv,0.7185868020412833,75.5677381152297,25676.011701799056,2.472750425338745
convex.model,await__await__hdd.csv,0.8553143338017815,49.844203577713415,13201.054127294468,1.935917615890503
50_50_LSTM.model,await__await__hdd.csv,-0.5342693535028329,236.77397183826986,139986.03533878856,10.878523588180542
concave.model,await__await__hdd.csv,0.778150942045284,66.33203937064475,20241.406762002745,2.319049835205078
sin.model,await__await__hdd.csv,0.7731316595169111,68.05369217251595,20699.363808324517,2.21598482131958
trend_up.model,await__await__hdd.csv,0.7790366043546458,72.3224780984441,20160.599337248088,1.7077746391296387
all_model.model,await__await__hdd.csv,0.7065270438252882,83.59809028981644,26776.338535511328,3.099114418029785
trend_down.model,await__await__hdd.csv,0.7207754600660616,74.24321921996211,25476.319542856007,2.09515118598938
optimized+misc.model,await__await__hdd.csv,0.7195104422213657,75.67705966902862,25591.739193458754,3.1225762367248535
const.model,await__await__hdd.csv,-0.8960890016654881,285.93487265478745,172998.29484741334,2.3095862865448
all_misc.model,await__await__hdd.csv,0.7537640116891816,71.35376086572742,22466.459153774726,3.3827333450317383
tps_5_model,await__await__hdd.csv,-16.705728434176287,1203.2038629620938,1615462.578736191,10.6816725730896
ssd_tps_5_model,await__await__hdd.csv,-15.653108769243659,1152.0371384041152,1519422.0410840842,10.855507135391235
hdd_tps_5_model,await__await__hdd.csv,0.011162420876288826,247.34416300599173,90221.08926278463,10.726464986801147
ssd_await_5_model,await__await__hdd.csv,-0.7791050124850576,270.1992938918774,162324.72908394653,10.893451929092407
hdd_await_5_model,await__await__hdd.csv,-0.4738542803661625,230.03622202786747,134473.7916484633,10.846742630004883
nvme_await_5_model,await__await__hdd.csv,-0.7762325520393594,247.60963310140897,162062.64710431057,10.922887802124023
nvme_tps_5_model,await__await__hdd.csv,-153.11873001292273,3615.2723745967983,14061722.56305736,10.801209449768066
nvme_tps_5_model,await__await__hdd.csv,-157.11212932389728,3663.7417988284506,14426078.492993457,10.838224172592163
nvme_await_5_model,await__await__hdd.csv,-0.015682957649761242,238.03454269059603,92670.4493431715,10.517841100692749
hdd_tps_5_model,await__await__hdd.csv,0.01733982616299845,245.59148850578381,89657.46562473629,10.867469787597656
ssd_tps_5_model,await__await__hdd.csv,-16.27043442461825,1183.2261941540858,1575746.5520387695,10.823606014251709
hdd_await_5_model,await__await__hdd.csv,-0.5631018405306509,239.1989988560094,142616.69829165697,10.626425743103027
ssd_await_5_model,await__await__hdd.csv,-0.811765887100139,273.75358163868276,165304.6923724162,10.819106578826904
ssd_svctm_5_model,await__await__hdd.csv,-0.8928582329357082,285.54110600469164,172703.5209835244,11.037014245986938
nvme_svctm_5_model,await__await__hdd.csv,-0.8791960709143198,283.2195559426573,171456.99155818982,10.91785717010498
hdd_svctm_5_model,await__await__hdd.csv,-0.876091746578018,282.74262437848745,171173.7544230333,10.62182331085205
hdd_rd_secps_5_model,await__await__hdd.csv,-236592.48181934623,145135.97634270895,21586681263.80514,10.869124174118042
ssd_rd_secps_5_model,await__await__hdd.csv,-329218.42100293,172175.84689932654,30037829666.29306,10.773440837860107
nvme_rd_secps_5_model,await__await__hdd.csv,-293278.4821445061,162633.93430221587,26758686053.326447,10.671170711517334
ssd_%util_5_model,await__await__hdd.csv,-0.39383350008953966,243.16597139669076,127172.73218972719,10.692675113677979
nvme_%util_5_model,await__await__hdd.csv,-0.39292218791175393,242.0394086469955,127089.58448268805,10.813280582427979
hdd_%util_5_model,await__await__hdd.csv,-0.4200312245270361,241.6806058602313,129563.00060676265,10.614899396896362
hdd_wr_secps_5_model,await__await__hdd.csv,-1196.1128080658395,10146.226378022415,109224026.06284712,10.416285991668701
nvme_wr_secps_5_model,await__await__hdd.csv,-0.536351049784022,320.027747806187,140175.9683570802,10.78983211517334
ssd_wr_secps_5_model,await__await__hdd.csv,-49.466529416933255,698.8476365827163,4604543.103370921,10.90955376625061
ssd_Avgrq_sz_5_model,await__await__hdd.csv,-0.739690369104578,338.11517917779844,158728.55501677326,10.985238790512085
hdd_Avgrq_sz_5_model,await__await__hdd.csv,-0.6878021152611433,332.4392568286311,153994.29442582047,10.705684185028076
nvme_Avgrq_sz_5_model,await__await__hdd.csv,-0.6321028077262834,331.9352934097046,148912.3150360089,10.636175155639648
optimized.model,svctm__svctm__hdd.csv,-11.163689373011351,4.620344090460124,28.381168329441167,2.824720621109009
convex.model,svctm__svctm__hdd.csv,-0.5656495916334232,0.5685853599603212,3.6530828141386755,2.1192948818206787
50_50_LSTM.model,svctm__svctm__hdd.csv,-0.8793779651795186,0.5425674317245851,4.385095734420047,10.76551079750061
concave.model,svctm__svctm__hdd.csv,-1.0422219777468453,0.6895956355456556,4.765054741131409,1.921557903289795
sin.model,svctm__svctm__hdd.csv,-2.051396937081613,0.8178468957757917,7.1197321351699765,2.116260290145874
trend_up.model,svctm__svctm__hdd.csv,-3.036288610574533,2.4940701019936866,9.417750073188682,2.0043537616729736
all_model.model,svctm__svctm__hdd.csv,-2.4816981220651644,1.434592266502911,8.123740868776164,2.925917387008667
trend_down.model,svctm__svctm__hdd.csv,-2.8819546039800095,2.540372015576473,9.057647205892929,1.9704055786132812
optimized+misc.model,svctm__svctm__hdd.csv,-3.0828234945397073,0.7787632155176597,9.526328509755551,2.537686347961426
const.model,svctm__svctm__hdd.csv,-6.377959517501027,3.8576547200560296,17.214769678236156,2.076016902923584
all_misc.model,svctm__svctm__hdd.csv,-2.1033268592233005,0.6835118349515955,7.2408986510552085,3.4126548767089844
tps_5_model,svctm__svctm__hdd.csv,-1029107.5829219496,1535.788272898113,2401187.9147444633,10.581183195114136
ssd_tps_5_model,svctm__svctm__hdd.csv,-352429.67050754064,866.8913132915836,822315.8186138427,10.536297082901001
hdd_tps_5_model,svctm__svctm__hdd.csv,-35999.02856302548,287.8633998289523,83997.7772516045,10.775926351547241
ssd_await_5_model,svctm__svctm__hdd.csv,-64.11220499656716,7.635432861078477,151.92433756232592,10.747241735458374
hdd_await_5_model,svctm__svctm__hdd.csv,-32684.1912253629,239.1746846681389,76263.36760171164,10.851243257522583
nvme_await_5_model,svctm__svctm__hdd.csv,-1216.3774471340232,51.764879782625314,2840.4699584187447,10.946015119552612
nvme_tps_5_model,svctm__svctm__hdd.csv,-4406183.698877374,3187.7211933395315,10280817.422624435,10.75625467300415
nvme_tps_5_model,svctm__svctm__hdd.csv,-3737296.726499148,2729.439116215525,8720123.691119116,10.868400573730469
nvme_await_5_model,svctm__svctm__hdd.csv,-87.75676861421775,13.882370809256315,207.09348234480137,10.66716194152832
hdd_tps_5_model,svctm__svctm__hdd.csv,-35794.864240927214,287.20042754443006,83521.40681705576,10.641313314437866
ssd_tps_5_model,svctm__svctm__hdd.csv,-1045366.799272628,1556.1896957258245,2439125.052236422,10.70711350440979
hdd_await_5_model,svctm__svctm__hdd.csv,-1123.4845791497742,51.07573377706847,2623.725840576081,10.741535186767578
ssd_await_5_model,svctm__svctm__hdd.csv,-20.78876617372785,6.577139845662389,50.83906876473529,10.685400009155273
ssd_svctm_5_model,svctm__svctm__hdd.csv,-5.153653712640717,3.4487175316892453,14.358133992393247,10.98598575592041
nvme_svctm_5_model,svctm__svctm__hdd.csv,-0.5070447099082176,1.145900621240734,3.516341817047735,10.77387547492981
hdd_svctm_5_model,svctm__svctm__hdd.csv,-0.1419208876239928,0.8160109354722126,2.6644094514999885,10.664105653762817
hdd_rd_secps_5_model,svctm__svctm__hdd.csv,-4399647673.438713,71114.97759730784,10265564781.318176,10.892204523086548
ssd_rd_secps_5_model,svctm__svctm__hdd.csv,-13015651228.998165,173787.58983718723,30369025149.186634,10.935593843460083
nvme_rd_secps_5_model,svctm__svctm__hdd.csv,-125703146.48202592,3330.716764537572,293299350.12511086,10.524883031845093
ssd_%util_5_model,svctm__svctm__hdd.csv,-3892.5275493223935,94.51666607188895,9084.650009052173,10.827367544174194
nvme_%util_5_model,svctm__svctm__hdd.csv,-3827.3495488632093,93.91242940947075,8932.572152927956,10.836957454681396
hdd_%util_5_model,svctm__svctm__hdd.csv,-528.0180991417814,34.52509705675985,1234.341922145522,10.614965677261353
hdd_wr_secps_5_model,svctm__svctm__hdd.csv,-51287006.60901895,10825.158111274583,119666422.86135094,10.667895793914795
nvme_wr_secps_5_model,svctm__svctm__hdd.csv,-109140.1680631097,504.5858054508705,254655.7847279264,10.746413946151733
ssd_wr_secps_5_model,svctm__svctm__hdd.csv,-12376.578088156124,169.53321900063483,28880.22839601609,11.060320615768433
ssd_Avgrq_sz_5_model,svctm__svctm__hdd.csv,-109732.06376527034,501.9149586199487,256036.8370584608,10.862393856048584
hdd_Avgrq_sz_5_model,svctm__svctm__hdd.csv,-110656.66320781414,508.0347492771435,258194.17695850518,10.704179048538208
nvme_Avgrq_sz_5_model,svctm__svctm__hdd.csv,-116019.92032066018,517.6626638201573,270708.10248273716,10.909424543380737
optimized.model,%util__%util__hdd.csv,0.04489281143816126,1.431337689875189,24.341764314810614,2.4611051082611084
convex.model,%util__%util__hdd.csv,0.2392734802915909,2.523183954403675,19.387798429881997,1.9146537780761719
50_50_LSTM.model,%util__%util__hdd.csv,-52.61476883865982,36.85915904726524,1366.4205258771456,10.689244270324707
concave.model,%util__%util__hdd.csv,0.005505650354147518,0.9376168698908133,25.34558148174053,2.1952996253967285
sin.model,%util__%util__hdd.csv,-0.39093536865306855,4.327545420959654,35.449236825312695,2.2373054027557373
trend_up.model,%util__%util__hdd.csv,-3.236057939773141,9.468800559082933,107.95974025606856,2.1290504932403564
all_model.model,%util__%util__hdd.csv,-3.7732570102431344,9.956078098130895,121.65074093129726,2.865107774734497
trend_down.model,%util__%util__hdd.csv,-1.5174262641714327,6.104055250147476,64.15886880156978,2.5358121395111084
optimized+misc.model,%util__%util__hdd.csv,-1.5729896538170545,6.615088023383371,65.57495167842706,2.8193938732147217
const.model,%util__%util__hdd.csv,-390.0131181173097,99.69871873611055,9965.320415546756,2.137427568435669
all_misc.model,%util__%util__hdd.csv,-0.47694097936656266,3.803173366624804,37.64116704090616,3.3278255462646484
tps_5_model,%util__%util__hdd.csv,-85232.60444775355,1471.8394432955754,2172254.9427075963,10.683078527450562
ssd_tps_5_model,%util__%util__hdd.csv,-85060.98463695183,1469.8446432928547,2167881.057727652,10.746724605560303
hdd_tps_5_model,%util__%util__hdd.csv,-1521.5460537902106,196.8689450056637,38803.45331251447,10.821881532669067
ssd_await_5_model,%util__%util__hdd.csv,-310.082765757031,88.94805622157682,7928.223614209364,10.665786027908325
hdd_await_5_model,%util__%util__hdd.csv,-90.4895788063721,46.43169770192603,2331.6940666307346,10.74656629562378
nvme_await_5_model,%util__%util__hdd.csv,-77.24037008695716,44.38796891034194,1994.026085625008,10.780739068984985
nvme_tps_5_model,%util__%util__hdd.csv,-717781.4027635069,4272.367945023809,18293329.0489589,10.589168310165405
nvme_tps_5_model,%util__%util__hdd.csv,-725106.2826395228,4294.203843683124,18480010.18978955,10.965086698532104
nvme_await_5_model,%util__%util__hdd.csv,-713.4825835407596,134.17286454283473,18209.230193078085,10.61636209487915
hdd_tps_5_model,%util__%util__hdd.csv,-1504.12034563565,195.7447238443282,38359.34349322216,10.661606788635254
ssd_tps_5_model,%util__%util__hdd.csv,-85164.62321418554,1471.6843115568952,2170522.3799280887,10.787803411483765
hdd_await_5_model,%util__%util__hdd.csv,-85.13140648755143,45.66670166456864,2195.1362338504505,10.657172203063965
ssd_await_5_model,%util__%util__hdd.csv,-313.73656030432835,89.45964066475081,8021.34384907952,10.588242053985596
ssd_svctm_5_model,%util__%util__hdd.csv,-388.4845235112802,99.50372598792342,9926.36280944928,10.869667291641235
nvme_svctm_5_model,%util__%util__hdd.csv,-367.9065449573705,96.83917659380043,9401.914548528179,10.936041355133057
hdd_svctm_5_model,%util__%util__hdd.csv,-364.19883368028223,96.35270477548751,9307.42019738614,10.701269388198853
hdd_rd_secps_5_model,%util__%util__hdd.csv,-870919937.1858095,148871.90901201474,22196176645.16805,10.827276706695557
ssd_rd_secps_5_model,%util__%util__hdd.csv,-1197073864.8541133,174646.13487034527,30508502353.45437,10.959561109542847
nvme_rd_secps_5_model,%util__%util__hdd.csv,-1066856632.4083761,164870.16469243943,27189799259.308594,10.690519571304321
ssd_%util_5_model,%util__%util__hdd.csv,0.21937765223173566,0.3744651543028459,19.89486147294236,10.834819555282593
nvme_%util_5_model,%util__%util__hdd.csv,0.4636125235388424,0.8448999759773177,13.67031647316323,10.866947174072266
hdd_%util_5_model,%util__%util__hdd.csv,0.6202079813001036,0.5038296381226594,9.679340621191926,10.86748194694519
hdd_wr_secps_5_model,%util__%util__hdd.csv,-4708607.155377309,10946.440944163152,120003106.8152397,10.678607940673828
nvme_wr_secps_5_model,%util__%util__hdd.csv,-6559.321510648112,408.85799072214655,167195.68437342937,10.75409483909607
ssd_wr_secps_5_model,%util__%util__hdd.csv,-15911.215685817546,109.60371717732887,405537.10472416296,11.013105869293213
ssd_Avgrq_sz_5_model,%util__%util__hdd.csv,-6664.429663040233,410.8920060001659,169874.4600163462,10.933966398239136
hdd_Avgrq_sz_5_model,%util__%util__hdd.csv,-6704.830537141293,412.860238841688,170904.11256975343,10.77083945274353
nvme_Avgrq_sz_5_model,%util__%util__hdd.csv,-6999.1085412514785,421.5184009327591,178404.0517439828,10.842963457107544
