model,metric_dataset,r2,mae,mse,bigInference
ssd_rd_secps_5_model,tps__tps__ssd.csv,nan,173998.140625,30275352940.957275,0.06376385688781738
nvme_rd_secps_5_model,tps__tps__ssd.csv,nan,164226.0,26970179076.0,0.06470251083374023
nvme_rd_secps_5_model,tps__tps__ssd.csv,nan,164226.0,26970179076.0,0.06389260292053223
ssd_%util_5_model,tps__tps__ssd.csv,nan,691.904426574707,478731.73551367415,0.0632028579711914
ssd_%util_5_model,tps__tps__ssd.csv,nan,691.904426574707,478731.73551367415,0.07484197616577148
nvme_%util_5_model,tps__tps__ssd.csv,nan,701.8540649414062,492599.1284747757,0.06325817108154297
nvme_%util_5_model,tps__tps__ssd.csv,nan,701.8540649414062,492599.1284747757,0.06307554244995117
hdd_%util_5_model,tps__tps__ssd.csv,nan,692.3112487792969,479294.8651863495,0.06174969673156738
hdd_%util_5_model,tps__tps__ssd.csv,nan,692.3112487792969,479294.8651863495,0.06301069259643555
hdd_wr_secps_5_model,tps__tps__ssd.csv,nan,754.9515380859375,569951.8248583227,0.07660603523254395
hdd_wr_secps_5_model,tps__tps__ssd.csv,nan,754.9515380859375,569951.8248583227,0.07393693923950195
nvme_wr_secps_5_model,tps__tps__ssd.csv,nan,496.9105529785156,246920.09766141418,0.06487512588500977
nvme_wr_secps_5_model,tps__tps__ssd.csv,nan,496.9105529785156,246920.09766141418,0.06339836120605469
ssd_wr_secps_5_model,tps__tps__ssd.csv,nan,591.2227630615234,349544.3555621023,0.06490468978881836
ssd_wr_secps_5_model,tps__tps__ssd.csv,nan,591.2227630615234,349544.3555621023,0.06348633766174316
ssd_Avgrq_sz_5_model,tps__tps__ssd.csv,nan,152.869873046875,23369.19808536768,0.0646982192993164
ssd_Avgrq_sz_5_model,tps__tps__ssd.csv,nan,152.869873046875,23369.19808536768,0.06129908561706543
hdd_Avgrq_sz_5_model,tps__tps__ssd.csv,nan,211.203125,44606.760009765625,0.06744551658630371
hdd_Avgrq_sz_5_model,tps__tps__ssd.csv,nan,211.203125,44606.760009765625,0.072265625
nvme_Avgrq_sz_5_model,tps__tps__ssd.csv,nan,83.54888916015625,6980.4168798960745,0.06373095512390137
nvme_Avgrq_sz_5_model,tps__tps__ssd.csv,nan,83.54888916015625,6980.4168798960745,0.07532191276550293
optimized.model,tps__rd_sec/s__ssd.csv,nan,210.48895263671875,44305.59918210283,0.07498407363891602
optimized.model,tps__rd_sec/s__ssd.csv,nan,210.48895263671875,44305.59918210283,0.06892609596252441
convex.model,tps__rd_sec/s__ssd.csv,nan,462.1694030761719,213600.55713978503,0.07300996780395508
convex.model,tps__rd_sec/s__ssd.csv,nan,462.1694030761719,213600.55713978503,0.06709146499633789
50_50_LSTM.model,tps__rd_sec/s__ssd.csv,nan,723.8445434570312,523950.923092518,0.06725478172302246
50_50_LSTM.model,tps__rd_sec/s__ssd.csv,nan,723.8445434570312,523950.923092518,0.06617426872253418
concave.model,tps__rd_sec/s__ssd.csv,nan,520.8109436035156,271244.03897718433,0.07522463798522949
concave.model,tps__rd_sec/s__ssd.csv,nan,520.8109436035156,271244.03897718433,0.0636754035949707
sin.model,tps__rd_sec/s__ssd.csv,nan,240.23797607421875,57714.2851482369,0.06876993179321289
sin.model,tps__rd_sec/s__ssd.csv,nan,240.23797607421875,57714.2851482369,0.07800483703613281
trend_up.model,tps__rd_sec/s__ssd.csv,nan,486.6602478027344,236838.19679141883,0.07742619514465332
trend_up.model,tps__rd_sec/s__ssd.csv,nan,486.6602478027344,236838.19679141883,0.06451630592346191
all_model.model,tps__rd_sec/s__ssd.csv,nan,305.2181701660156,93158.13139949087,0.07584953308105469
all_model.model,tps__rd_sec/s__ssd.csv,nan,305.2181701660156,93158.13139949087,0.06794404983520508
trend_down.model,tps__rd_sec/s__ssd.csv,nan,792.0,627264.0,0.0757913589477539
trend_down.model,tps__rd_sec/s__ssd.csv,nan,792.0,627264.0,0.0840301513671875
optimized+misc.model,tps__rd_sec/s__ssd.csv,nan,153.86236572265625,23673.627585772425,0.06534886360168457
optimized+misc.model,tps__rd_sec/s__ssd.csv,nan,153.86236572265625,23673.627585772425,0.06630229949951172
const.model,tps__rd_sec/s__ssd.csv,nan,792.0,627264.0,0.07641148567199707
const.model,tps__rd_sec/s__ssd.csv,nan,792.0,627264.0,0.06397223472595215
all_misc.model,tps__rd_sec/s__ssd.csv,nan,226.4046630859375,51259.07146705687,0.06589603424072266
all_misc.model,tps__rd_sec/s__ssd.csv,nan,226.4046630859375,51259.07146705687,0.07589602470397949
tps_5_model,tps__rd_sec/s__ssd.csv,nan,15.25494384765625,232.71331179514527,0.06499195098876953
tps_5_model,tps__rd_sec/s__ssd.csv,nan,15.25494384765625,232.71331179514527,0.06459569931030273
ssd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,5.98114013671875,35.77403733506799,0.07711672782897949
ssd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,5.98114013671875,35.77403733506799,0.0645589828491211
hdd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,494.99407958984375,245019.13882899657,0.06584715843200684
hdd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,494.99407958984375,245019.13882899657,0.06357383728027344
ssd_await_5_model,tps__rd_sec/s__ssd.csv,nan,613.1201019287109,375916.2593890729,0.06405401229858398
ssd_await_5_model,tps__rd_sec/s__ssd.csv,nan,613.1201019287109,375916.2593890729,0.06503629684448242
hdd_await_5_model,tps__rd_sec/s__ssd.csv,nan,440.2066650390625,193781.90794481337,0.06598258018493652
hdd_await_5_model,tps__rd_sec/s__ssd.csv,nan,440.2066650390625,193781.90794481337,0.07699847221374512
nvme_await_5_model,tps__rd_sec/s__ssd.csv,nan,120.683349609375,14564.470872938633,0.06343936920166016
nvme_await_5_model,tps__rd_sec/s__ssd.csv,nan,120.683349609375,14564.470872938633,0.0750579833984375
nvme_tps_5_model,tps__rd_sec/s__ssd.csv,nan,1778.697021484375,3163763.094237387,0.06565117835998535
nvme_tps_5_model,tps__rd_sec/s__ssd.csv,nan,1778.697021484375,3163763.094237387,0.06552410125732422
nvme_tps_5_model,tps__rd_sec/s__ssd.csv,nan,573.4576416015625,328853.6667112261,0.06588315963745117
nvme_tps_5_model,tps__rd_sec/s__ssd.csv,nan,573.4576416015625,328853.6667112261,0.06432294845581055
nvme_await_5_model,tps__rd_sec/s__ssd.csv,nan,557.9579620361328,311317.0873995146,0.06306791305541992
nvme_await_5_model,tps__rd_sec/s__ssd.csv,nan,557.9579620361328,311317.0873995146,0.06384158134460449
hdd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,496.1427001953125,246157.57895709574,0.06483602523803711
hdd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,496.1427001953125,246157.57895709574,0.06412410736083984
ssd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,2.62939453125,6.913715600967407,0.07468891143798828
ssd_tps_5_model,tps__rd_sec/s__ssd.csv,nan,2.62939453125,6.913715600967407,0.06434941291809082
hdd_await_5_model,tps__rd_sec/s__ssd.csv,nan,428.83990478515625,183903.66393614188,0.07467126846313477
hdd_await_5_model,tps__rd_sec/s__ssd.csv,nan,428.83990478515625,183903.66393614188,0.06218123435974121
ssd_await_5_model,tps__rd_sec/s__ssd.csv,nan,611.0279083251953,373355.1047522633,0.06439614295959473
ssd_await_5_model,tps__rd_sec/s__ssd.csv,nan,611.0279083251953,373355.1047522633,0.06365680694580078
ssd_svctm_5_model,tps__rd_sec/s__ssd.csv,nan,790.8618239164352,625462.4245284306,0.06498217582702637
ssd_svctm_5_model,tps__rd_sec/s__ssd.csv,nan,790.8618239164352,625462.4245284306,0.07520484924316406
nvme_svctm_5_model,tps__rd_sec/s__ssd.csv,nan,791.4723941087723,626428.5506362717,0.07716512680053711
nvme_svctm_5_model,tps__rd_sec/s__ssd.csv,nan,791.4723941087723,626428.5506362717,0.06266379356384277
hdd_svctm_5_model,tps__rd_sec/s__ssd.csv,nan,791.7401061058044,626852.3956164304,0.07587504386901855
hdd_svctm_5_model,tps__rd_sec/s__ssd.csv,nan,791.7401061058044,626852.3956164304,0.06316900253295898
hdd_rd_secps_5_model,tps__rd_sec/s__ssd.csv,nan,148411.34375,22025926953.680664,0.06394147872924805
hdd_rd_secps_5_model,tps__rd_sec/s__ssd.csv,nan,148411.34375,22025926953.680664,0.06427240371704102
ssd_rd_secps_5_model,tps__rd_sec/s__ssd.csv,nan,173998.140625,30275352940.957275,0.06779122352600098
ssd_rd_secps_5_model,tps__rd_sec/s__ssd.csv,nan,173998.140625,30275352940.957275,0.06359171867370605
nvme_rd_secps_5_model,tps__rd_sec/s__ssd.csv,nan,164226.0,26970179076.0,0.06399679183959961
nvme_rd_secps_5_model,tps__rd_sec/s__ssd.csv,nan,164226.0,26970179076.0,0.06457328796386719
ssd_%util_5_model,tps__rd_sec/s__ssd.csv,nan,691.904426574707,478731.73551367415,0.07325553894042969
ssd_%util_5_model,tps__rd_sec/s__ssd.csv,nan,691.904426574707,478731.73551367415,0.07263493537902832
nvme_%util_5_model,tps__rd_sec/s__ssd.csv,nan,701.8540649414062,492599.1284747757,0.06448626518249512
nvme_%util_5_model,tps__rd_sec/s__ssd.csv,nan,701.8540649414062,492599.1284747757,0.0630788803100586
hdd_%util_5_model,tps__rd_sec/s__ssd.csv,nan,692.3112487792969,479294.8651863495,0.07837629318237305
hdd_%util_5_model,tps__rd_sec/s__ssd.csv,nan,692.3112487792969,479294.8651863495,0.06438231468200684
hdd_wr_secps_5_model,tps__rd_sec/s__ssd.csv,nan,754.9515380859375,569951.8248583227,0.06444931030273438
hdd_wr_secps_5_model,tps__rd_sec/s__ssd.csv,nan,754.9515380859375,569951.8248583227,0.0635678768157959
nvme_wr_secps_5_model,tps__rd_sec/s__ssd.csv,nan,496.9105529785156,246920.09766141418,0.06279301643371582
nvme_wr_secps_5_model,tps__rd_sec/s__ssd.csv,nan,496.9105529785156,246920.09766141418,0.06546616554260254
ssd_wr_secps_5_model,tps__rd_sec/s__ssd.csv,nan,591.2227630615234,349544.3555621023,0.08223772048950195
ssd_wr_secps_5_model,tps__rd_sec/s__ssd.csv,nan,591.2227630615234,349544.3555621023,0.06368374824523926
ssd_Avgrq_sz_5_model,tps__rd_sec/s__ssd.csv,nan,152.869873046875,23369.19808536768,0.07015681266784668
ssd_Avgrq_sz_5_model,tps__rd_sec/s__ssd.csv,nan,152.869873046875,23369.19808536768,0.07579541206359863
hdd_Avgrq_sz_5_model,tps__rd_sec/s__ssd.csv,nan,211.203125,44606.760009765625,0.07407307624816895
hdd_Avgrq_sz_5_model,tps__rd_sec/s__ssd.csv,nan,211.203125,44606.760009765625,0.062482357025146484
nvme_Avgrq_sz_5_model,tps__rd_sec/s__ssd.csv,nan,83.54888916015625,6980.4168798960745,0.06428885459899902
nvme_Avgrq_sz_5_model,tps__rd_sec/s__ssd.csv,nan,83.54888916015625,6980.4168798960745,0.07546043395996094
optimized.model,tps__wr_sec/s__ssd.csv,nan,210.48895263671875,44305.59918210283,0.07123970985412598
optimized.model,tps__wr_sec/s__ssd.csv,nan,210.48895263671875,44305.59918210283,0.08225631713867188
convex.model,tps__wr_sec/s__ssd.csv,nan,462.1694030761719,213600.55713978503,0.07986569404602051
convex.model,tps__wr_sec/s__ssd.csv,nan,462.1694030761719,213600.55713978503,0.06597018241882324
50_50_LSTM.model,tps__wr_sec/s__ssd.csv,nan,723.8445434570312,523950.923092518,0.07008242607116699
50_50_LSTM.model,tps__wr_sec/s__ssd.csv,nan,723.8445434570312,523950.923092518,0.06818318367004395
concave.model,tps__wr_sec/s__ssd.csv,nan,520.8109436035156,271244.03897718433,0.06680464744567871
concave.model,tps__wr_sec/s__ssd.csv,nan,520.8109436035156,271244.03897718433,0.06539511680603027
sin.model,tps__wr_sec/s__ssd.csv,nan,240.23797607421875,57714.2851482369,0.06267690658569336
sin.model,tps__wr_sec/s__ssd.csv,nan,240.23797607421875,57714.2851482369,0.07696199417114258
trend_up.model,tps__wr_sec/s__ssd.csv,nan,486.6602478027344,236838.19679141883,0.08532142639160156
trend_up.model,tps__wr_sec/s__ssd.csv,nan,486.6602478027344,236838.19679141883,0.07796072959899902
all_model.model,tps__wr_sec/s__ssd.csv,nan,305.2181701660156,93158.13139949087,0.06856966018676758
all_model.model,tps__wr_sec/s__ssd.csv,nan,305.2181701660156,93158.13139949087,0.06520867347717285
trend_down.model,tps__wr_sec/s__ssd.csv,nan,792.0,627264.0,0.06291890144348145
trend_down.model,tps__wr_sec/s__ssd.csv,nan,792.0,627264.0,0.06683897972106934
optimized+misc.model,tps__wr_sec/s__ssd.csv,nan,153.86236572265625,23673.627585772425,0.07555651664733887
optimized+misc.model,tps__wr_sec/s__ssd.csv,nan,153.86236572265625,23673.627585772425,0.07065463066101074
const.model,tps__wr_sec/s__ssd.csv,nan,792.0,627264.0,0.06418490409851074
const.model,tps__wr_sec/s__ssd.csv,nan,792.0,627264.0,0.07403302192687988
all_misc.model,tps__wr_sec/s__ssd.csv,nan,226.4046630859375,51259.07146705687,0.0670480728149414
all_misc.model,tps__wr_sec/s__ssd.csv,nan,226.4046630859375,51259.07146705687,0.06462597846984863
tps_5_model,tps__wr_sec/s__ssd.csv,nan,15.25494384765625,232.71331179514527,0.06441426277160645
tps_5_model,tps__wr_sec/s__ssd.csv,nan,15.25494384765625,232.71331179514527,0.0644834041595459
ssd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,5.98114013671875,35.77403733506799,0.07743167877197266
ssd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,5.98114013671875,35.77403733506799,0.06426286697387695
hdd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,494.99407958984375,245019.13882899657,0.06607389450073242
hdd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,494.99407958984375,245019.13882899657,0.06617212295532227
ssd_await_5_model,tps__wr_sec/s__ssd.csv,nan,613.1201019287109,375916.2593890729,0.06115317344665527
ssd_await_5_model,tps__wr_sec/s__ssd.csv,nan,613.1201019287109,375916.2593890729,0.07418107986450195
hdd_await_5_model,tps__wr_sec/s__ssd.csv,nan,440.2066650390625,193781.90794481337,0.06191658973693848
hdd_await_5_model,tps__wr_sec/s__ssd.csv,nan,440.2066650390625,193781.90794481337,0.0711517333984375
nvme_await_5_model,tps__wr_sec/s__ssd.csv,nan,120.683349609375,14564.470872938633,0.06413984298706055
nvme_await_5_model,tps__wr_sec/s__ssd.csv,nan,120.683349609375,14564.470872938633,0.062345266342163086
nvme_tps_5_model,tps__wr_sec/s__ssd.csv,nan,1778.697021484375,3163763.094237387,0.0702664852142334
nvme_tps_5_model,tps__wr_sec/s__ssd.csv,nan,1778.697021484375,3163763.094237387,0.06182742118835449
nvme_tps_5_model,tps__wr_sec/s__ssd.csv,nan,573.4576416015625,328853.6667112261,0.06215405464172363
nvme_tps_5_model,tps__wr_sec/s__ssd.csv,nan,573.4576416015625,328853.6667112261,0.06368517875671387
nvme_await_5_model,tps__wr_sec/s__ssd.csv,nan,557.9579620361328,311317.0873995146,0.07347226142883301
nvme_await_5_model,tps__wr_sec/s__ssd.csv,nan,557.9579620361328,311317.0873995146,0.06308794021606445
hdd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,496.1427001953125,246157.57895709574,0.06496477127075195
hdd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,496.1427001953125,246157.57895709574,0.06372189521789551
ssd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,2.62939453125,6.913715600967407,0.06215381622314453
ssd_tps_5_model,tps__wr_sec/s__ssd.csv,nan,2.62939453125,6.913715600967407,0.06326508522033691
hdd_await_5_model,tps__wr_sec/s__ssd.csv,nan,428.83990478515625,183903.66393614188,0.05964851379394531
hdd_await_5_model,tps__wr_sec/s__ssd.csv,nan,428.83990478515625,183903.66393614188,0.06025815010070801
ssd_await_5_model,tps__wr_sec/s__ssd.csv,nan,611.0279083251953,373355.1047522633,0.06308770179748535
ssd_await_5_model,tps__wr_sec/s__ssd.csv,nan,611.0279083251953,373355.1047522633,0.07403349876403809
ssd_svctm_5_model,tps__wr_sec/s__ssd.csv,nan,790.8618239164352,625462.4245284306,0.06227302551269531
ssd_svctm_5_model,tps__wr_sec/s__ssd.csv,nan,790.8618239164352,625462.4245284306,0.06343388557434082
nvme_svctm_5_model,tps__wr_sec/s__ssd.csv,nan,791.4723941087723,626428.5506362717,0.06337451934814453
nvme_svctm_5_model,tps__wr_sec/s__ssd.csv,nan,791.4723941087723,626428.5506362717,0.06333446502685547
hdd_svctm_5_model,tps__wr_sec/s__ssd.csv,nan,791.7401061058044,626852.3956164304,0.06876873970031738
hdd_svctm_5_model,tps__wr_sec/s__ssd.csv,nan,791.7401061058044,626852.3956164304,0.07405781745910645
hdd_rd_secps_5_model,tps__wr_sec/s__ssd.csv,nan,148411.34375,22025926953.680664,0.07257437705993652
hdd_rd_secps_5_model,tps__wr_sec/s__ssd.csv,nan,148411.34375,22025926953.680664,0.0651862621307373
ssd_rd_secps_5_model,tps__wr_sec/s__ssd.csv,nan,173998.140625,30275352940.957275,0.08772468566894531
ssd_rd_secps_5_model,tps__wr_sec/s__ssd.csv,nan,173998.140625,30275352940.957275,0.062084197998046875
nvme_rd_secps_5_model,tps__wr_sec/s__ssd.csv,nan,164226.0,26970179076.0,0.0641012191772461
nvme_rd_secps_5_model,tps__wr_sec/s__ssd.csv,nan,164226.0,26970179076.0,0.06252717971801758
ssd_%util_5_model,tps__wr_sec/s__ssd.csv,nan,691.904426574707,478731.73551367415,0.0641331672668457
ssd_%util_5_model,tps__wr_sec/s__ssd.csv,nan,691.904426574707,478731.73551367415,0.06207847595214844
nvme_%util_5_model,tps__wr_sec/s__ssd.csv,nan,701.8540649414062,492599.1284747757,0.0639488697052002
nvme_%util_5_model,tps__wr_sec/s__ssd.csv,nan,701.8540649414062,492599.1284747757,0.06452178955078125
hdd_%util_5_model,tps__wr_sec/s__ssd.csv,nan,692.3112487792969,479294.8651863495,0.06490731239318848
hdd_%util_5_model,tps__wr_sec/s__ssd.csv,nan,692.3112487792969,479294.8651863495,0.06132102012634277
hdd_wr_secps_5_model,tps__wr_sec/s__ssd.csv,nan,754.9515380859375,569951.8248583227,0.0765390396118164
hdd_wr_secps_5_model,tps__wr_sec/s__ssd.csv,nan,754.9515380859375,569951.8248583227,0.06440114974975586
nvme_wr_secps_5_model,tps__wr_sec/s__ssd.csv,nan,496.9105529785156,246920.09766141418,0.06429147720336914
nvme_wr_secps_5_model,tps__wr_sec/s__ssd.csv,nan,496.9105529785156,246920.09766141418,0.06205320358276367
ssd_wr_secps_5_model,tps__wr_sec/s__ssd.csv,nan,591.2227630615234,349544.3555621023,0.06437349319458008
ssd_wr_secps_5_model,tps__wr_sec/s__ssd.csv,nan,591.2227630615234,349544.3555621023,0.061738014221191406
ssd_Avgrq_sz_5_model,tps__wr_sec/s__ssd.csv,nan,152.869873046875,23369.19808536768,0.06040191650390625
ssd_Avgrq_sz_5_model,tps__wr_sec/s__ssd.csv,nan,152.869873046875,23369.19808536768,0.059317827224731445
hdd_Avgrq_sz_5_model,tps__wr_sec/s__ssd.csv,nan,211.203125,44606.760009765625,0.05925440788269043
hdd_Avgrq_sz_5_model,tps__wr_sec/s__ssd.csv,nan,211.203125,44606.760009765625,0.07374453544616699
nvme_Avgrq_sz_5_model,tps__wr_sec/s__ssd.csv,nan,83.54888916015625,6980.4168798960745,0.07514572143554688
nvme_Avgrq_sz_5_model,tps__wr_sec/s__ssd.csv,nan,83.54888916015625,6980.4168798960745,0.06217312812805176
optimized.model,tps__Avgrq_sz__ssd.csv,nan,210.48895263671875,44305.59918210283,0.07522916793823242
optimized.model,tps__Avgrq_sz__ssd.csv,nan,210.48895263671875,44305.59918210283,0.07003045082092285
convex.model,tps__Avgrq_sz__ssd.csv,nan,462.1694030761719,213600.55713978503,0.06514787673950195
convex.model,tps__Avgrq_sz__ssd.csv,nan,462.1694030761719,213600.55713978503,0.05988001823425293
50_50_LSTM.model,tps__Avgrq_sz__ssd.csv,nan,723.8445434570312,523950.923092518,0.06480884552001953
50_50_LSTM.model,tps__Avgrq_sz__ssd.csv,nan,723.8445434570312,523950.923092518,0.06461310386657715
concave.model,tps__Avgrq_sz__ssd.csv,nan,520.8109436035156,271244.03897718433,0.07372450828552246
concave.model,tps__Avgrq_sz__ssd.csv,nan,520.8109436035156,271244.03897718433,0.058980703353881836
sin.model,tps__Avgrq_sz__ssd.csv,nan,240.23797607421875,57714.2851482369,0.06922554969787598
sin.model,tps__Avgrq_sz__ssd.csv,nan,240.23797607421875,57714.2851482369,0.07286334037780762
trend_up.model,tps__Avgrq_sz__ssd.csv,nan,486.6602478027344,236838.19679141883,0.06760239601135254
trend_up.model,tps__Avgrq_sz__ssd.csv,nan,486.6602478027344,236838.19679141883,0.06477928161621094
all_model.model,tps__Avgrq_sz__ssd.csv,nan,305.2181701660156,93158.13139949087,0.0794820785522461
all_model.model,tps__Avgrq_sz__ssd.csv,nan,305.2181701660156,93158.13139949087,0.06724929809570312
trend_down.model,tps__Avgrq_sz__ssd.csv,nan,792.0,627264.0,0.06582808494567871
trend_down.model,tps__Avgrq_sz__ssd.csv,nan,792.0,627264.0,0.08574914932250977
optimized+misc.model,tps__Avgrq_sz__ssd.csv,nan,153.86236572265625,23673.627585772425,0.0775918960571289
optimized+misc.model,tps__Avgrq_sz__ssd.csv,nan,153.86236572265625,23673.627585772425,0.06420087814331055
const.model,tps__Avgrq_sz__ssd.csv,nan,792.0,627264.0,0.05779623985290527
const.model,tps__Avgrq_sz__ssd.csv,nan,792.0,627264.0,0.057645559310913086
all_misc.model,tps__Avgrq_sz__ssd.csv,nan,226.4046630859375,51259.07146705687,0.05597829818725586
all_misc.model,tps__Avgrq_sz__ssd.csv,nan,226.4046630859375,51259.07146705687,0.0649261474609375
tps_5_model,tps__Avgrq_sz__ssd.csv,nan,15.25494384765625,232.71331179514527,0.07808613777160645
tps_5_model,tps__Avgrq_sz__ssd.csv,nan,15.25494384765625,232.71331179514527,0.06536865234375
